CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
717985158,Existing Customer,47,M,2,Graduate,Unknown,$40K - $60K,Blue,37,3,3,1,2335,1373,962,0.88,4267,81,0.65,0.59
771928608,Existing Customer,34,M,1,Uneducated,Single,$60K - $80K,Blue,23,6,1,1,2033,1832,201,0.94,4110,74,0.95,0.90
713355708,Existing Customer,41,F,3,High School,Married,Unknown,Blue,31,4,6,3,4739,1878,2861,0.72,5238,84,0.83,0.40
816761433,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,31,5,2,3,5821,764,5057,0.69,5291,96,0.68,0.13
714245358,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,2,2182,1566,616,0.57,3935,77,0.71,0.72
716313858,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,36,6,4,0,3319,913,2406,0.61,4560,84,1.05,0.28
714868608,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,1,3021,1530,1491,0.73,4105,76,0.77,0.51
717273333,Existing Customer,49,M,5,College,Married,$80K - $120K,Blue,37,3,2,2,29219,0,29219,0.77,4575,84,0.68,0.00
711631158,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,42,6,2,2,1438.3,869,569.3,0.82,4664,77,0.88,0.60
714127383,Attrited Customer,48,F,3,Unknown,Unknown,Unknown,Blue,36,3,3,2,4431,2517,1914,0.50,2185,48,0.37,0.57
790204983,Existing Customer,46,F,2,Graduate,Married,Unknown,Blue,40,4,5,3,3131,0,3131,0.81,4507,93,0.63,0.00
822051858,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,3,1486,0,1486,0.73,4535,82,0.91,0.00
715144383,Existing Customer,40,F,3,High School,Single,Unknown,Blue,36,3,3,2,6384,2034,4350,0.49,4413,83,0.89,0.32
717971208,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,28,3,3,2,2077,0,2077,0.59,3647,69,0.92,0.00
718829358,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,32,3,1,2,1956,958,998,0.79,4977,76,0.85,0.49
779380908,Attrited Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,39,4,3,4,24462,946,23516,0.48,1709,37,0.54,0.04
714144258,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,34,6,2,1,2725,2517,208,0.48,4430,66,0.69,0.92
797666358,Existing Customer,46,F,4,Uneducated,Unknown,$40K - $60K,Blue,40,6,3,1,1474,843,631,0.75,4452,65,1.10,0.57
709965858,Existing Customer,46,M,1,High School,Married,$120K +,Blue,28,4,3,3,9880,1792,8088,0.80,4609,80,0.95,0.18
779980758,Existing Customer,58,M,2,High School,Divorced,$60K - $80K,Blue,46,6,2,0,2467,1176,1291,0.81,4744,73,0.92,0.48
811775883,Existing Customer,46,M,4,Graduate,Divorced,$60K - $80K,Blue,41,4,2,1,5397,2336,3061,0.67,4734,96,0.85,0.43
799720158,Existing Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,44,3,3,2,3370,1133,2237,0.72,4726,86,0.69,0.34
713011683,Attrited Customer,37,F,3,College,Married,Unknown,Blue,24,4,2,4,11239,0,11239,0.32,2055,43,0.16,0.00
713503983,Existing Customer,55,F,3,College,Married,$40K - $60K,Blue,36,5,1,3,2240,1231,1009,0.64,3623,71,0.69,0.55
712137033,Existing Customer,52,F,2,College,Married,Unknown,Blue,45,5,1,2,2737,1719,1018,0.66,4725,63,0.62,0.63
715910883,Existing Customer,48,F,1,High School,Married,Less than $40K,Blue,40,5,4,3,4170,1384,2786,0.77,4532,94,0.65,0.33
718142958,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,27,3,3,2,21839,960,20879,0.57,5623,94,0.52,0.04
719359458,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,42,6,3,2,1991,0,1991,0.95,4527,66,0.61,0.00
714869958,Existing Customer,55,M,2,Uneducated,Single,$120K +,Blue,36,6,2,3,29795,2364,27431,0.76,3949,71,0.92,0.08
771163533,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,39,3,2,1,1438.3,635,803.3,0.74,4617,79,0.93,0.44
709028208,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,37,6,3,2,24221,1274,22947,0.45,3361,63,0.85,0.05
719834208,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,35,6,1,2,2131,1288,843,0.80,4264,81,0.84,0.60
779305008,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,23,3,2,2,2787,2053,734,0.76,4949,76,0.55,0.74
714506583,Existing Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,38,4,3,1,1438.3,0,1438.3,0.65,4601,78,0.63,0.00
712677633,Attrited Customer,42,F,0,Uneducated,Divorced,Unknown,Blue,31,3,3,4,2712,0,2712,0.72,2307,28,0.47,0.00
708450033,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,13,6,2,1,2605,2269,336,0.88,5298,79,0.84,0.87
719606133,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,31,3,2,1,5169,2296,2873,0.77,4656,88,0.80,0.44
789772983,Existing Customer,49,M,3,College,Unknown,$80K - $120K,Blue,38,3,3,3,4694,0,4694,0.58,3798,56,1.24,0.00
720656883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,40,3,3,1,1848,501,1347,0.65,4600,69,0.68,0.27
718108758,Existing Customer,43,M,2,Unknown,Single,$60K - $80K,Blue,36,3,1,2,6039,1759,4280,0.48,4538,86,0.65,0.29
709408983,Existing Customer,54,M,2,High School,Married,$120K +,Blue,42,3,2,3,5256,889,4367,0.56,5078,91,0.69,0.17
771592458,Existing Customer,48,F,1,Graduate,Unknown,Less than $40K,Blue,36,6,2,3,1708,1059,649,0.76,4880,79,0.80,0.62
778932633,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,2,1629,1185,444,0.77,4897,83,0.89,0.73
708669408,Existing Customer,54,M,5,College,Single,$60K - $80K,Blue,45,6,1,3,20401,0,20401,0.72,4637,75,0.56,0.00
779947908,Existing Customer,56,M,2,Graduate,Divorced,$120K +,Blue,45,3,3,1,3296,1435,1861,0.97,4327,66,0.74,0.44
716007708,Existing Customer,48,M,2,Graduate,Married,$120K +,Blue,37,3,1,2,8956,1279,7677,0.86,4814,73,1.21,0.14
767574108,Existing Customer,49,F,1,College,Married,Less than $40K,Blue,43,4,3,2,1438.3,786,652.3,0.61,4094,64,0.56,0.55
720777558,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,38,6,2,2,2671,1713,958,0.73,4519,79,0.80,0.64
816841083,Existing Customer,58,F,3,College,Married,Less than $40K,Blue,53,4,3,1,2493,1566,927,0.77,4867,90,0.61,0.63
778849908,Existing Customer,59,F,1,Doctorate,Married,Less than $40K,Blue,40,3,3,1,2687,2452,235,0.82,4697,81,0.76,0.91
708745983,Existing Customer,37,F,2,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2208,1559,649,0.51,4686,81,0.76,0.71
713381433,Attrited Customer,38,F,1,High School,Married,Less than $40K,Blue,28,3,3,3,4196,731,3465,0.49,1868,30,0.20,0.17
779404383,Existing Customer,47,F,5,Uneducated,Divorced,Unknown,Blue,36,6,2,3,12581,1235,11346,0.61,4427,76,1.30,0.10
718607883,Existing Customer,41,M,3,Post-Graduate,Single,$80K - $120K,Blue,30,4,2,2,17890,2517,15373,0.98,4831,81,0.80,0.14
710542983,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,21,4,6,0,1930,0,1930,0.82,5033,87,0.58,0.00
709769283,Existing Customer,36,F,4,Unknown,Divorced,Unknown,Blue,16,6,3,3,8513,0,8513,0.63,4162,70,1.00,0.00
721253508,Existing Customer,40,M,3,High School,Married,$80K - $120K,Blue,36,6,3,1,9599,2356,7243,0.79,4754,84,0.68,0.25
801037833,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,32,6,2,3,3192,2517,675,0.66,4236,87,0.89,0.79
711452583,Existing Customer,43,F,4,Graduate,Unknown,Unknown,Blue,36,6,5,1,2778,2517,261,0.80,4575,60,0.71,0.91
716697708,Attrited Customer,61,F,1,High School,Single,Unknown,Blue,52,3,2,4,3293,0,3293,0.84,3121,56,0.87,0.00
708176208,Existing Customer,48,F,1,Graduate,Married,$40K - $60K,Blue,36,4,4,1,7268,0,7268,0.69,4199,80,0.91,0.00
716474358,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,35,5,3,2,1721,729,992,0.90,4853,74,0.64,0.42
713121408,Existing Customer,38,M,3,College,Married,$80K - $120K,Blue,30,5,3,2,3976,1667,2309,0.93,4372,69,0.68,0.42
794567133,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,35,5,2,3,1954,808,1146,0.83,4897,70,0.80,0.41
717609633,Existing Customer,44,M,3,Unknown,Married,$120K +,Blue,32,6,2,2,12725,1759,10966,1.06,4139,58,0.81,0.14
708899283,Existing Customer,40,F,3,Uneducated,Single,Unknown,Blue,28,3,3,3,2690,1935,755,0.59,4917,81,0.65,0.72
772415808,Existing Customer,48,F,5,Post-Graduate,Married,$40K - $60K,Blue,38,3,3,1,2926,716,2210,0.95,4219,78,0.59,0.25
716176683,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,33,5,1,1,2371,1748,623,0.66,4460,78,1.05,0.74
709245783,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,27,5,1,1,7751,1965,5786,0.78,4543,90,0.73,0.25
720507108,Attrited Customer,42,F,3,College,Married,Less than $40K,Blue,28,3,3,2,1601,0,1601,0.63,2339,41,0.41,0.00
716751858,Attrited Customer,34,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,3,2401,496,1905,0.65,2597,40,0.38,0.21
712829808,Attrited Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,29,4,3,4,2187,0,2187,0.47,2031,40,0.33,0.00
711900033,Existing Customer,57,F,0,Doctorate,Married,Unknown,Blue,46,5,2,1,4661,1734,2927,0.79,5242,81,1.38,0.37
712566258,Existing Customer,40,F,2,Post-Graduate,Divorced,Unknown,Blue,27,6,3,1,8494,2023,6471,0.87,4486,77,0.97,0.24
712732908,Existing Customer,36,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,1,2262,1450,812,0.74,4116,84,0.79,0.64
717908208,Existing Customer,43,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,1,2,2525,1595,930,0.78,4859,82,0.86,0.63
826136283,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,34,3,3,2,2450,1981,469,0.71,4352,66,0.78,0.81
778714833,Existing Customer,36,F,4,College,Married,Unknown,Blue,18,4,3,2,3926,1760,2166,0.87,4890,92,0.70,0.45
779302233,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,22,4,2,3,1438.3,0,1438.3,0.70,2502,45,0.45,0.00
778659108,Existing Customer,51,F,2,High School,Single,Unknown,Blue,31,6,2,1,4789,2203,2586,0.85,4718,81,0.98,0.46
720374808,Existing Customer,41,F,2,Unknown,Unknown,Less than $40K,Blue,34,6,3,3,2864,1928,936,0.77,4641,78,0.66,0.67
719592483,Existing Customer,43,F,5,Graduate,Single,Unknown,Blue,34,6,6,3,4607,2440,2167,0.65,4825,77,0.88,0.53
714702033,Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,34,5,3,3,1971,979,992,1.02,5446,75,0.97,0.50
717042333,Attrited Customer,53,F,2,College,Married,Less than $40K,Blue,44,3,3,3,1473,0,1473,0.92,2836,48,0.60,0.00
779122908,Existing Customer,55,F,3,Graduate,Single,$40K - $60K,Blue,37,5,1,2,3187,1437,1750,0.79,4511,82,0.82,0.45
710676483,Existing Customer,38,F,2,Unknown,Married,Less than $40K,Blue,36,4,2,2,5589,0,5589,0.79,4064,77,0.71,0.00
827712108,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,38,5,1,2,2346,1373,973,0.73,4432,72,0.76,0.59
769200858,Existing Customer,34,F,4,Graduate,Single,Less than $40K,Blue,28,3,2,3,1438.3,0,1438.3,0.73,4626,86,0.79,0.00
779114283,Existing Customer,40,F,5,High School,Single,Less than $40K,Blue,22,3,1,2,1826,944,882,0.69,4528,65,0.67,0.52
771061008,Attrited Customer,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,4,2,3,2208,0,2208,0.70,2659,56,0.81,0.00
716201133,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,36,4,3,1,1476,0,1476,0.59,4279,76,0.77,0.00
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,6,3,1,2927,1499,1428,0.65,4670,70,0.94,0.51
826480308,Existing Customer,53,M,3,Graduate,Unknown,$80K - $120K,Blue,49,5,2,1,4778,1869,2909,0.74,5489,74,0.81,0.39
720307683,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,1438.3,743,695.3,0.62,4484,78,0.63,0.52
709618308,Existing Customer,46,F,3,High School,Single,$40K - $60K,Silver,40,4,3,1,16239,1487,14752,0.53,3838,48,0.60,0.09
710119233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,26,5,2,1,11726,1925,9801,0.86,4186,63,0.70,0.16
789419658,Existing Customer,47,F,4,College,Married,Unknown,Blue,38,3,2,1,1438.3,0,1438.3,0.68,4503,89,0.98,0.00
789800358,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,34,6,1,3,2647,1288,1359,0.77,4730,78,0.86,0.49
715466133,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,40,3,3,1,2492,1410,1082,0.84,4374,75,0.97,0.57
717659883,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,36,3,3,3,2418,1106,1312,0.96,3541,64,0.88,0.46
781942983,Existing Customer,50,M,1,Unknown,Single,$120K +,Blue,44,5,3,1,17827,0,17827,0.85,5010,88,0.73,0.00
712755783,Existing Customer,49,F,1,Graduate,Divorced,$40K - $60K,Blue,40,3,2,3,1438.3,0,1438.3,0.68,3886,77,0.75,0.00
779551533,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,39,4,3,3,1764,0,1764,0.65,4857,92,0.80,0.00
714405183,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,2,1776,1519,257,0.92,4295,60,0.62,0.86
801783108,Existing Customer,46,M,3,College,Married,$120K +,Blue,40,6,3,3,1438.3,0,1438.3,0.68,4833,69,0.77,0.00
779839758,Existing Customer,47,F,2,Post-Graduate,Single,Unknown,Blue,31,3,2,3,1491,0,1491,0.72,4634,92,0.80,0.00
820648608,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,41,3,1,3,2552,1879,673,0.89,4153,79,0.80,0.74
787587033,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,1,2,2996,1992,1004,0.95,4463,87,0.74,0.67
813967983,Existing Customer,44,F,2,College,Married,$40K - $60K,Blue,39,4,1,2,1701,775,926,0.85,4471,71,0.61,0.46
718067658,Existing Customer,53,F,3,Unknown,Single,Unknown,Blue,40,6,3,1,3998,0,3998,0.64,4223,79,0.72,0.00
709952658,Existing Customer,46,F,3,Graduate,Unknown,Less than $40K,Blue,33,6,3,2,3025,2491,534,0.45,4460,62,0.72,0.82
720824883,Attrited Customer,48,F,1,Unknown,Single,Less than $40K,Blue,40,3,1,2,3251,2517,734,0.74,2483,50,0.47,0.77
789631908,Existing Customer,51,M,4,High School,Single,$60K - $80K,Blue,45,3,1,2,3031,1787,1244,1.01,4690,85,0.70,0.59
789089958,Existing Customer,57,M,2,High School,Single,$60K - $80K,Silver,45,5,2,3,33211,0,33211,0.73,3662,81,0.76,0.00
715847058,Attrited Customer,59,F,2,Uneducated,Divorced,Less than $40K,Blue,36,3,3,3,1863,1853,10,0.83,2462,40,0.29,1.00
721256808,Existing Customer,35,F,2,Unknown,Single,Less than $40K,Blue,20,6,1,2,2691,1935,756,0.68,4365,86,0.91,0.72
721269108,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,33,5,3,3,2288,1249,1039,0.61,4504,87,0.71,0.55
712770408,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,3413,0,3413,0.59,2285,40,0.43,0.00
767958933,Existing Customer,40,M,4,College,Married,$40K - $60K,Silver,34,3,2,1,15471,1291,14180,0.65,3993,77,0.67,0.08
779866458,Existing Customer,40,F,5,Uneducated,Married,Less than $40K,Blue,24,6,1,1,2038,793,1245,0.68,3513,67,0.63,0.39
721246833,Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,6,2,3,1953,1089,864,0.86,4636,70,0.71,0.56
710752233,Attrited Customer,43,F,5,High School,Unknown,$40K - $60K,Blue,24,3,2,2,4430,2203,2227,1.05,2742,49,0.40,0.50
709813008,Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,35,5,3,0,3398,2415,983,0.89,4509,93,0.66,0.71
710219658,Existing Customer,48,F,3,Doctorate,Married,Unknown,Blue,44,4,3,3,2021,1186,835,0.62,4633,74,0.57,0.59
789121233,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,41,5,1,3,2329,2290,39,0.53,4609,76,0.77,0.98
715146558,Attrited Customer,34,F,2,College,Married,Less than $40K,Blue,36,1,3,2,1696,0,1696,0.78,2325,56,0.56,0.00
720205608,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,36,6,1,1,4222,0,4222,0.52,4487,77,1.08,0.00
778606308,Attrited Customer,45,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,2,2,3,6614,1881,4733,0.74,3016,51,0.65,0.28
710438358,Attrited Customer,42,F,1,Uneducated,Single,Less than $40K,Blue,35,4,3,3,3241,0,3241,0.44,2152,43,0.30,0.00
712562433,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,30,3,3,3,4204,0,4204,0.70,2316,43,0.54,0.00
718186233,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,26,4,2,3,3234,971,2263,0.79,3989,71,0.87,0.30
713717283,Attrited Customer,40,F,3,Unknown,Single,$40K - $60K,Blue,29,3,3,3,2473,2332,141,0.29,1738,32,0.46,0.94
713822208,Attrited Customer,42,M,2,High School,Single,$60K - $80K,Blue,33,3,3,3,4836,493,4343,0.42,1870,45,0.41,0.10
710466633,Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,44,5,1,1,1438.3,0,1438.3,0.58,4755,76,0.90,0.00
711153783,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,5,3,1,1438.3,541,897.3,0.82,4173,70,1.19,0.38
718230933,Attrited Customer,45,M,4,Graduate,Single,Less than $40K,Blue,36,5,2,3,1438.3,1060,378.3,0.30,1253,29,0.32,0.74
788885133,Existing Customer,57,F,3,College,Unknown,Less than $40K,Silver,42,6,1,1,12675,2422,10253,0.64,3912,63,0.58,0.19
711637458,Attrited Customer,44,F,3,High School,Single,Less than $40K,Blue,36,2,3,3,2228,0,2228,0.69,2523,45,0.61,0.00
719532108,Existing Customer,40,F,5,High School,Married,Less than $40K,Blue,31,4,2,2,2813,2208,605,0.88,4491,68,0.74,0.79
757643733,Existing Customer,42,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,3223,0,3223,0.59,4916,79,0.72,0.00
715122858,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,3,2653,0,2653,0.97,5052,81,0.76,0.00
708384033,Attrited Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,35,3,3,3,2745,2463,282,0.64,2466,39,0.35,0.90
708273858,Existing Customer,40,M,3,Graduate,Divorced,$120K +,Blue,30,3,2,1,34516,0,34516,0.64,3734,80,0.86,0.00
803952408,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,47,6,3,2,2516,1486,1030,0.50,3987,77,0.54,0.59
778394358,Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,26,4,3,1,1870,1785,85,0.70,4347,88,0.76,0.96
713180433,Existing Customer,56,F,2,Graduate,Single,Unknown,Blue,48,5,3,2,3934,2517,1417,0.68,4837,87,0.67,0.64
787458783,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,35,5,3,2,3038,2133,905,0.69,4784,83,0.69,0.70
720315933,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,39,3,2,3,1982,1276,706,0.90,5136,76,0.95,0.64
713677158,Attrited Customer,31,F,1,Graduate,Divorced,Unknown,Blue,22,2,2,3,1623,0,1623,0.50,2126,45,0.36,0.00
739828308,Existing Customer,55,M,3,Uneducated,Single,$120K +,Blue,48,5,2,2,3088,1743,1345,0.77,3906,68,0.66,0.56
720959058,Existing Customer,44,F,3,Unknown,Single,Unknown,Blue,33,5,3,1,8064,2417,5647,0.64,4412,67,0.86,0.30
718090233,Attrited Customer,56,F,3,Graduate,Single,Unknown,Blue,36,3,3,3,10016,1872,8144,0.74,2804,37,0.54,0.19
789939558,Existing Customer,54,F,2,College,Married,Unknown,Blue,45,5,3,2,4523,1841,2682,0.53,5112,87,0.71,0.41
714169908,Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,34,5,2,1,1944,1140,804,0.58,4921,82,0.91,0.59
796145133,Existing Customer,46,F,2,Uneducated,Married,Unknown,Blue,40,3,2,2,6083,1716,4367,0.62,4528,86,0.76,0.28
789233808,Existing Customer,38,F,3,Graduate,Married,Unknown,Blue,27,6,2,2,2425,1396,1029,0.90,4568,74,0.90,0.58
709071408,Existing Customer,56,F,5,Graduate,Single,$40K - $60K,Blue,37,4,2,1,2607,1702,905,0.80,4949,74,0.76,0.65
815830083,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,48,6,2,1,1953,1215,738,0.67,4253,72,0.80,0.62
715932708,Existing Customer,41,M,3,Unknown,Unknown,$60K - $80K,Blue,36,4,3,1,5813,1614,4199,0.70,4365,75,0.88,0.28
715281933,Existing Customer,43,F,3,High School,Single,Less than $40K,Blue,36,3,3,2,1438.3,0,1438.3,0.69,4401,73,0.70,0.00
787529583,Attrited Customer,41,F,5,Unknown,Married,$40K - $60K,Blue,30,5,2,3,1588,0,1588,0.63,2561,61,0.65,0.00
717446208,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,36,6,2,1,3749,1980,1769,0.71,5083,69,0.64,0.53
715236783,Existing Customer,42,F,4,College,Divorced,$40K - $60K,Blue,36,4,3,2,3734,2517,1217,0.72,4792,87,0.74,0.67
804583833,Existing Customer,56,F,2,High School,Married,Unknown,Blue,51,4,1,3,1796,1243,553,0.77,4316,87,0.89,0.69
713772333,Attrited Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,4,3,1,3223,243,2980,0.43,1979,38,0.46,0.08
715321983,Existing Customer,33,F,2,Doctorate,Married,$40K - $60K,Blue,36,4,2,1,2748,1867,881,0.82,4314,75,1.03,0.68
717773433,Existing Customer,57,F,0,Graduate,Married,Less than $40K,Blue,45,6,1,2,2448,0,2448,0.61,5464,98,0.61,0.00
778632933,Existing Customer,49,F,3,College,Married,Less than $40K,Blue,29,6,1,2,2548,1998,550,0.68,4702,79,0.93,0.78
808527183,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,41,4,1,1,1489,949,540,0.65,4669,94,0.74,0.64
714514008,Attrited Customer,38,F,1,Graduate,Married,Unknown,Blue,29,3,3,3,8953,0,8953,0.40,1982,43,0.30,0.00
711669258,Attrited Customer,50,F,3,Uneducated,Single,Unknown,Blue,36,2,3,3,3187,986,2201,0.62,2381,47,0.52,0.31
797218233,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,45,5,1,0,1757,0,1757,0.53,4550,82,0.55,0.00
710612583,Existing Customer,52,M,4,High School,Unknown,$60K - $80K,Blue,36,6,3,2,2597,1740,857,0.71,5037,80,0.78,0.67
712613808,Existing Customer,45,F,5,College,Single,Unknown,Blue,32,3,3,3,5999,658,5341,0.64,4283,69,0.61,0.11
807173358,Existing Customer,56,F,0,Post-Graduate,Married,Less than $40K,Blue,51,4,2,3,3617,878,2739,0.78,5416,76,0.90,0.24
778349883,Existing Customer,56,F,0,Uneducated,Single,Less than $40K,Blue,36,4,3,1,3219,2114,1105,0.66,4188,75,0.67,0.66
720592533,Attrited Customer,41,M,4,Graduate,Unknown,$80K - $120K,Blue,31,3,3,2,19782,868,18914,0.81,2535,44,0.47,0.04
714668433,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,36,4,3,1,2522,1898,624,0.67,4122,67,0.76,0.75
720967233,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,29,4,1,1,3327,2517,810,0.79,4901,88,0.91,0.76
718629858,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,32,5,5,3,4708,0,4708,0.72,4597,89,0.68,0.00
737962608,Existing Customer,48,F,4,College,Divorced,Less than $40K,Blue,41,4,3,2,3745,2517,1228,0.67,4550,78,0.86,0.67
778207083,Attrited Customer,53,M,4,Uneducated,Single,$80K - $120K,Blue,44,3,3,2,11561,2189,9372,0.74,2153,39,0.50,0.19
778781508,Attrited Customer,44,F,2,High School,Married,Unknown,Blue,32,4,3,3,8477,2517,5960,0.72,2455,41,0.64,0.30
714142158,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,48,2,2,1,2120,1411,709,0.67,3882,92,0.64,0.67
715390608,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,39,5,3,2,2867,1209,1658,0.73,5311,81,0.98,0.42
715243458,Existing Customer,45,F,2,Graduate,Single,$40K - $60K,Blue,36,5,3,1,2293,1304,989,0.71,5047,94,0.68,0.57
715418508,Existing Customer,51,M,1,Uneducated,Single,$120K +,Blue,36,2,1,3,8671,590,8081,0.69,4399,72,0.76,0.07
711164508,Existing Customer,49,F,1,Graduate,Divorced,Unknown,Silver,43,1,3,1,34516,1163,33353,0.73,3941,71,0.82,0.03
713239308,Existing Customer,43,F,2,High School,Married,Unknown,Blue,36,2,3,3,2679,1694,985,0.60,4640,85,0.81,0.63
712323183,Existing Customer,38,M,3,Unknown,Married,$80K - $120K,Blue,22,2,2,1,3224,0,3224,0.76,3738,63,0.66,0.00
797410983,Existing Customer,45,F,3,High School,Married,Unknown,Blue,39,1,2,2,1438.3,745,693.3,0.83,5020,83,0.77,0.52
721167783,Existing Customer,54,M,4,High School,Single,$80K - $120K,Blue,39,1,3,3,7773,2465,5308,0.79,4272,69,1.03,0.32
712130058,Attrited Customer,44,F,4,Uneducated,Single,Unknown,Blue,36,3,3,4,8075,317,7758,0.59,2415,41,0.58,0.04
714060408,Existing Customer,57,F,3,High School,Single,Unknown,Blue,37,3,1,2,3052,1603,1449,0.78,4210,82,0.91,0.53
715515333,Existing Customer,51,M,3,Graduate,Married,$120K +,Blue,42,2,1,3,7932,2140,5792,0.55,4024,92,0.61,0.27
806970033,Existing Customer,48,M,3,High School,Unknown,$40K - $60K,Blue,43,2,2,3,1753,1434,319,0.81,4588,77,1.03,0.82
817337958,Existing Customer,48,F,5,Doctorate,Married,Less than $40K,Blue,33,2,1,3,5814,1176,4638,0.63,3796,74,1.06,0.20
788132208,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,38,3,2,1,1989,1003,986,0.68,5070,70,0.75,0.50
